text,status,naer_general_rank,written_per_million,spoken_per_million,provenance_ids
繼續,provisional,378,318.1459323060743,265.7901065942169,naer:coct-general-frequency
想要,provisional,379,248.0480670395546,511.6905193663463,naer:coct-general-frequency
令,provisional,380,502.6148345813251,79.2773173569055,naer:coct-general-frequency
難,provisional,381,298.6612903664425,298.2046783655907,naer:coct-general-frequency
運動,provisional,382,247.2024621632014,246.3225996692963,naer:coct-general-frequency
開,provisional,383,245.3762732283541,274.2807541927967,naer:coct-general-frequency
接受,provisional,384,333.601048661206,171.7362478364681,naer:coct-general-frequency
家庭,provisional,385,237.305312131518,317.6252756352705,naer:coct-general-frequency
選擇,provisional,386,295.382090235608,244.6807617358693,naer:coct-general-frequency
另外,provisional,387,165.4765373528387,500.9482083162093,naer:coct-general-frequency
參加,provisional,388,168.6048783977511,183.6043906123835,naer:coct-general-frequency
處,provisional,389,332.5767948673134,62.62438974643126,naer:coct-general-frequency
代表,provisional,390,230.4610736017859,205.9333865069912,naer:coct-general-frequency
經驗,provisional,391,341.9102083147613,256.1736272698585,naer:coct-general-frequency
台北,provisional,392,86.18023782101201,89.45671254415312,naer:coct-general-frequency
準備,provisional,393,255.5672014799912,301.3007156114817,naer:coct-general-frequency
之前,provisional,394,312.9333538898688,350.1805763723667,naer:coct-general-frequency
經過,provisional,395,241.6365558878624,364.1596536341168,naer:coct-general-frequency
處理,provisional,396,243.0935370597949,218.129896869592,naer:coct-general-frequency
增加,provisional,397,190.5350255197001,187.5917113078492,naer:coct-general-frequency
合作,provisional,398,141.3152637496196,95.74260634641665,naer:coct-general-frequency
是否,provisional,399,309.5588743363465,50.61551800479351,naer:coct-general-frequency
回,provisional,400,363.5148174091941,170.2820485240041,naer:coct-general-frequency
上面,provisional,401,130.28667057352,672.356088565992,naer:coct-general-frequency
幫助,provisional,402,247.4803604793738,370.5862764021027,naer:coct-general-frequency
塊,provisional,403,214.2635717448793,491.2848193366102,naer:coct-general-frequency
成,provisional,404,298.7248099815676,116.8988608600051,naer:coct-general-frequency
能力,provisional,405,368.1160195298203,197.114371321726,naer:coct-general-frequency
滿,provisional,406,182.3568750723404,382.0322322808511,naer:coct-general-frequency
第,provisional,407,105.4862308431044,1.829476554390127,naer:coct-general-frequency
努力,provisional,408,246.8372243762319,284.2725107590813,naer:coct-general-frequency
較,provisional,409,309.1340869101973,44.98635937590081,naer:coct-general-frequency
老,provisional,410,287.4461083209127,221.9764885993354,naer:coct-general-frequency
小朋友,provisional,411,38.60801606823944,609.7786084748017,naer:coct-general-frequency
小時,provisional,412,192.0237664991952,229.2943948168959,naer:coct-general-frequency
政治,provisional,413,312.6276657420791,60.98255181300423,naer:coct-general-frequency
首,provisional,414,176.0763731268438,66.51789113141538,naer:coct-general-frequency
支持,provisional,415,167.4377054698269,152.2687409115475,naer:coct-general-frequency
頭,provisional,416,444.5698162847976,164.0899740322222,naer:coct-general-frequency
企業,provisional,417,255.5870513597177,63.32803457504286,naer:coct-general-frequency
總統,provisional,418,91.3928162372175,57.98033387759479,naer:coct-general-frequency
那些,provisional,419,439.1746189751074,275.5004052290568,naer:coct-general-frequency
方法,provisional,420,389.6174092496747,311.6208397644517,naer:coct-general-frequency
進入,provisional,421,261.9350428962848,174.7853754271183,naer:coct-general-frequency
美,provisional,422,207.8282407375151,155.2709588469569,naer:coct-general-frequency
臉,provisional,423,341.1400329813692,90.06653806228317,naer:coct-general-frequency
車,provisional,424,186.4856500554734,117.321047757172,naer:coct-general-frequency
更多,provisional,425,174.1152050098556,275.5004052290568,naer:coct-general-frequency
產生,provisional,426,327.1498377500606,298.2984976760722,naer:coct-general-frequency
情況,provisional,427,364.1222237288281,201.6646078800809,naer:coct-general-frequency
醫院,provisional,428,121.5408135659795,245.2436775987586,naer:coct-general-frequency
相當,provisional,429,262.1613315251681,179.6170699169178,naer:coct-general-frequency
如此,provisional,430,516.2397920256642,69.09792216965786,naer:coct-general-frequency
即,provisional,431,435.1887631260059,16.98129519715964,naer:coct-general-frequency
安全,provisional,432,139.2627861858891,186.184421650626,naer:coct-general-frequency
傳統,provisional,433,235.9634602619997,200.6795051200247,naer:coct-general-frequency
社區,provisional,434,88.15331586583618,282.1146666180057,naer:coct-general-frequency
利用,provisional,435,192.0793461624297,291.2620493899564,naer:coct-general-frequency
作品,provisional,436,313.8265984775658,117.4617767228943,naer:coct-general-frequency
近,provisional,437,166.2506826621762,81.01297460081408,naer:coct-general-frequency
剛,provisional,438,209.2971318372836,369.882631573491,naer:coct-general-frequency
面對,provisional,439,241.1006091352441,226.4329058472088,naer:coct-general-frequency
成功,provisional,440,315.4979583505457,171.548609215505,naer:coct-general-frequency
藝術,provisional,441,317.8720039658472,116.8988608600051,naer:coct-general-frequency
哪,provisional,442,250.2077339538089,384.7060826295751,naer:coct-general-frequency
看看,provisional,443,180.7053650790872,525.3881386966518,naer:coct-general-frequency
片,provisional,444,281.1338465678536,230.4202265426744,naer:coct-general-frequency
直接,provisional,445,216.2604696453753,297.5010335369792,naer:coct-general-frequency
十,provisional,446,298.7446598612942,256.3612658908216,naer:coct-general-frequency
相關,provisional,447,163.9480966138904,87.39268771355913,naer:coct-general-frequency
父親,provisional,448,329.770021873972,155.7400553993646,naer:coct-general-frequency
地區,provisional,449,159.3588044211002,214.0956665188856,naer:coct-general-frequency
不斷,provisional,450,270.3712417800904,183.0414747494943,naer:coct-general-frequency
出,provisional,451,330.1551095406681,181.2589078503449,naer:coct-general-frequency
昨,provisional,452,1.9016184778084,0.09381931048154496,naer:coct-general-frequency
越,provisional,453,272.8842365534781,312.6059425245078,naer:coct-general-frequency
加上,provisional,454,148.8899778532907,181.8218237132341,naer:coct-general-frequency
學,provisional,455,189.1852336982913,356.7010184508339,naer:coct-general-frequency
某,provisional,456,465.9600466781832,123.7945801803986,naer:coct-general-frequency
超過,provisional,457,120.2743912394223,175.0668333585629,naer:coct-general-frequency
就是說,provisional,458,19.6434409774446,706.8815948232005,naer:coct-general-frequency
人生,provisional,459,268.8547109689781,268.7454148743856,naer:coct-general-frequency
謝謝,provisional,460,63.07497781924815,617.2372436580844,naer:coct-general-frequency
系統,provisional,461,265.0911737728144,158.4608154033295,naer:coct-general-frequency
方面,provisional,462,297.1169697237129,266.7752093542731,naer:coct-general-frequency
坐,provisional,463,367.7110819833976,214.2833051398487,naer:coct-general-frequency
空間,provisional,464,206.9429361017087,179.0072443987878,naer:coct-general-frequency
少,provisional,465,198.2645686852386,284.319420414322,naer:coct-general-frequency
久,provisional,466,268.8785308246499,279.0186293721147,naer:coct-general-frequency
到底,provisional,467,162.864293180818,477.1650131091376,naer:coct-general-frequency
臺灣,provisional,468,141.9901596603241,553.5808414963561,naer:coct-general-frequency
產業,provisional,469,116.9435814212986,99.58919807615999,naer:coct-general-frequency
幾乎,provisional,470,290.5228396785359,205.5111996098242,naer:coct-general-frequency
所謂,provisional,471,221.6913967385734,416.2293709513742,naer:coct-general-frequency
辦法,provisional,472,171.3084320165142,429.5048033845129,naer:coct-general-frequency
簡單,provisional,473,204.8467888025796,387.9428488411885,naer:coct-general-frequency
嚴重,provisional,474,155.0990202317716,268.3232279772186,naer:coct-general-frequency
照顧,provisional,475,115.2484016926469,328.4144963406482,naer:coct-general-frequency
事實,provisional,476,303.2029428478888,280.0506417874117,naer:coct-general-frequency
字,provisional,477,298.9590385623415,257.3932783061186,naer:coct-general-frequency
精神,provisional,478,311.5279824052254,182.5723781970865,naer:coct-general-frequency
住,provisional,479,274.8096748869584,222.0703079098169,naer:coct-general-frequency
醫師,provisional,480,117.3564589196119,329.2588701349821,naer:coct-general-frequency
口,provisional,481,330.8260354754271,125.7647857005111,naer:coct-general-frequency
提出,provisional,482,249.2073000155881,52.06971731725746,naer:coct-general-frequency
政策,provisional,483,122.0648503907618,60.8418228472819,naer:coct-general-frequency
就是,provisional,484,11.54072007304597,672.965914084122,naer:coct-general-frequency
常常,provisional,485,152.129478224672,484.107642084772,naer:coct-general-frequency
小孩,provisional,486,185.1120383783927,321.3311383992915,naer:coct-general-frequency
強調,provisional,487,142.4387669421453,63.32803457504286,naer:coct-general-frequency
得到,provisional,488,334.6530922867159,230.1856782664706,naer:coct-general-frequency
相信,provisional,489,322.9575431518024,206.1679347831951,naer:coct-general-frequency
由於,provisional,490,303.7865293118509,81.05988425605486,naer:coct-general-frequency
出來,provisional,491,199.2411827677874,397.4655088550653,naer:coct-general-frequency
六,provisional,492,297.2241590742365,151.3774574619728,naer:coct-general-frequency
受到,provisional,493,262.0223823670819,204.8544644364534,naer:coct-general-frequency
死,provisional,494,461.013456650314,91.09855047758015,naer:coct-general-frequency
舉辦,provisional,495,47.70323095896814,44.47035316825232,naer:coct-general-frequency
行動,provisional,496,272.0267217492889,132.8950532971084,naer:coct-general-frequency
喝,provisional,497,226.79281582831,291.4027783556787,naer:coct-general-frequency
站,provisional,498,267.6915080169992,136.8823739925741,naer:coct-general-frequency
知,provisional,499,425.7164005204718,52.49190421442441,naer:coct-general-frequency
原因,provisional,500,263.1180957279903,227.1365506758204,naer:coct-general-frequency
時代,provisional,501,291.8805714518355,155.7400553993646,naer:coct-general-frequency
靠,provisional,502,201.8851867473707,224.7910679137817,naer:coct-general-frequency
句,provisional,503,346.2811518305588,211.6563644463654,naer:coct-general-frequency
獲得,provisional,504,216.4907282502039,91.47382771950636,naer:coct-general-frequency
參與,provisional,505,159.4223240362253,131.0655767427183,naer:coct-general-frequency
兩岸,provisional,506,27.26182481651416,19.42059726967981,naer:coct-general-frequency
清楚,provisional,507,301.5792226862529,196.2699975273921,naer:coct-general-frequency
慢慢,provisional,508,141.2318942547679,454.5545592830854,naer:coct-general-frequency
共,provisional,509,125.5941590061514,28.23961245494504,naer:coct-general-frequency
找到,provisional,510,257.6157090677764,238.4417775888465,naer:coct-general-frequency
解決,provisional,511,219.2458915562561,170.4696871449672,naer:coct-general-frequency
尤其,provisional,512,189.1217140831661,254.1565120945053,naer:coct-general-frequency
母親,provisional,513,321.5085019317605,98.69791462658529,naer:coct-general-frequency
土地,provisional,514,126.6144428240988,269.3552403925156,naer:coct-general-frequency
現場,provisional,515,62.10233371264469,179.8047085378809,naer:coct-general-frequency
父母,provisional,516,303.1830929681622,184.0265775095505,naer:coct-general-frequency
成長,provisional,517,166.9096986690993,161.3692140282574,naer:coct-general-frequency
基本,provisional,518,201.8216671322456,302.0981797505748,naer:coct-general-frequency
個人,provisional,519,299.4949853149597,104.6085311869226,naer:coct-general-frequency
表現,provisional,520,265.5437510305809,103.4357898059033,naer:coct-general-frequency
全球,provisional,521,82.18247204407452,199.1314864970792,naer:coct-general-frequency
玩,provisional,522,150.4223885681843,308.665531484283,naer:coct-general-frequency
真正,provisional,523,301.3688139611509,207.6690437508998,naer:coct-general-frequency
有時候,provisional,524,84.90190556661886,533.5504187085462,naer:coct-general-frequency
管理,provisional,525,212.5763319681181,93.30330427389649,naer:coct-general-frequency
調查,provisional,526,136.9205003781501,107.8922070537767,naer:coct-general-frequency
兒子,provisional,527,237.2854622517914,142.6053519319484,naer:coct-general-frequency
討論,provisional,528,232.3190223441958,130.7841188112737,naer:coct-general-frequency
行為,provisional,529,384.2658816753831,93.7724008263042,naer:coct-general-frequency
回來,provisional,530,178.8235964810054,387.8959391859477,naer:coct-general-frequency
分鐘,provisional,531,207.4987327340536,180.1330761245663,naer:coct-general-frequency
聲音,provisional,532,337.0708076374159,186.2782409611076,naer:coct-general-frequency
不少,provisional,533,138.4926108524969,63.79713112745058,naer:coct-general-frequency
建議,provisional,534,179.0459151339433,127.2658946682158,naer:coct-general-frequency
同學,provisional,535,119.178677878514,338.0778853202473,naer:coct-general-frequency
早,provisional,536,240.7949209874545,185.8091444086998,naer:coct-general-frequency
原來,provisional,537,176.9894675942674,353.1358846525353,naer:coct-general-frequency
以上,provisional,538,136.5751124709073,142.5584422767076,naer:coct-general-frequency
指,provisional,539,331.7986795820306,85.61012081440978,naer:coct-general-frequency
了解,provisional,540,326.0223645815897,68.6757352724909,naer:coct-general-frequency
人類,provisional,541,303.6714000094366,242.8512851814791,naer:coct-general-frequency
產品,provisional,542,200.4321755513835,114.5533780979664,naer:coct-general-frequency
認識,provisional,543,202.6831519123801,254.1565120945053,naer:coct-general-frequency
資源,provisional,544,108.4398929464227,222.7270430831877,naer:coct-general-frequency
持續,provisional,545,133.0378639036269,110.0031415396115,naer:coct-general-frequency
怕,provisional,546,184.3696528766177,267.3381252171624,naer:coct-general-frequency
組織,provisional,547,272.6301580929776,145.7952084883209,naer:coct-general-frequency
力量,provisional,548,235.383843773983,211.8909127225693,naer:coct-general-frequency
協助,provisional,549,113.0490350189395,109.6278642976853,naer:coct-general-frequency
女兒,provisional,550,180.3520372199537,157.7102609194771,naer:coct-general-frequency
底,provisional,551,147.1034886778966,87.25195874783682,naer:coct-general-frequency
擔心,provisional,552,162.0067783766288,201.0547823619509,naer:coct-general-frequency
夠,provisional,553,193.9095050732224,263.7729914188637,naer:coct-general-frequency
技術,provisional,554,187.1764258699592,135.4281746801101,naer:coct-general-frequency
僅,provisional,555,120.0798624181016,17.59112071528968,naer:coct-general-frequency
畫,provisional,556,227.5709311135928,269.1206921163117,naer:coct-general-frequency
推出,provisional,557,39.46950084837393,18.01330761245663,naer:coct-general-frequency
食物,provisional,558,165.0517499266894,314.013232181731,naer:coct-general-frequency
送,provisional,559,128.8376293534781,142.886809863393,naer:coct-general-frequency
度,provisional,560,98.3521840693639,182.6192878523273,naer:coct-general-frequency
原本,provisional,561,137.1626689108147,170.516596800208,naer:coct-general-frequency
怎麼樣,provisional,562,61.08998984658802,520.0404379992037,naer:coct-general-frequency
業者,provisional,563,26.86085724603682,35.18224143057936,naer:coct-general-frequency
雖,provisional,564,187.025566784037,11.82123312067466,naer:coct-general-frequency
而是,provisional,565,292.5078276511961,135.0998070934247,naer:coct-general-frequency
不僅,provisional,566,166.3142022773013,98.6510049713445,naer:coct-general-frequency
一切,provisional,567,372.6934017947745,93.35021392913723,naer:coct-general-frequency
教,provisional,568,163.4200898131628,322.879157022237,naer:coct-general-frequency
目標,provisional,569,245.9360398366443,98.41645669514068,naer:coct-general-frequency
人家,provisional,570,99.16205916220925,446.6737372026357,naer:coct-general-frequency
哪裡,provisional,571,157.7549341391908,365.2385757046546,naer:coct-general-frequency
依,provisional,572,142.2680579764965,25.00284624333173,naer:coct-general-frequency
治療,provisional,573,175.818324690398,206.7308506460844,naer:coct-general-frequency
遠,provisional,574,226.6737165499504,132.8950532971084,naer:coct-general-frequency
壓力,provisional,575,159.0491462973652,204.2446389183234,naer:coct-general-frequency
多少,provisional,576,198.145469406879,273.7178383299075,naer:coct-general-frequency
年輕,provisional,577,189.2328734096351,168.452571969614,naer:coct-general-frequency
言,provisional,578,385.4568744589792,28.38034142066736,naer:coct-general-frequency
願意,provisional,579,193.3417985130416,215.2214982446642,naer:coct-general-frequency
回到,provisional,580,230.7826416533568,205.3235609888612,naer:coct-general-frequency
音樂,provisional,581,189.6616308117297,129.2361001883282,naer:coct-general-frequency
民進黨,provisional,582,10.84597428261493,0.2345482762038625,naer:coct-general-frequency
中央,provisional,583,180.058259,35.7920669487094,naer:coct-general-frequency
根本,provisional,584,261.4824656385183,137.4452898554634,naer:coct-general-frequency
山,provisional,585,213.2829876863852,220.2408313554268,naer:coct-general-frequency
敢,provisional,586,260.0612142500937,146.2643050407286,naer:coct-general-frequency
資料,provisional,587,206.3990493971999,133.7863367466831,naer:coct-general-frequency
加,provisional,588,110.0953729156212,330.4316115160013,naer:coct-general-frequency
當中,provisional,589,111.6198436786242,409.9434771491107,naer:coct-general-frequency
錯,provisional,590,182.9087017287399,328.8835928930559,naer:coct-general-frequency
價值,provisional,591,231.5091472513504,138.148934684075,naer:coct-general-frequency
只有,provisional,592,163.1183716413185,298.9083231942022,naer:coct-general-frequency
自,provisional,593,222.5489115427627,28.89634762831585,naer:coct-general-frequency
投資,provisional,594,150.2477096265902,37.38699522689567,naer:coct-general-frequency
市長,provisional,595,17.54729367831551,7.458635183282825,naer:coct-general-frequency
事件,provisional,596,232.235652849344,77.44784080251537,naer:coct-general-frequency
曾經,provisional,597,206.1132111291368,263.2100755559744,naer:coct-general-frequency
動物,provisional,598,144.8525123169,253.0306803687268,naer:coct-general-frequency
意義,provisional,599,281.2886756297211,144.7162864177831,naer:coct-general-frequency
於是,provisional,600,357.9211213022378,102.8728739430141,naer:coct-general-frequency
網路,provisional,601,103.7592913068901,93.16257530817415,naer:coct-general-frequency
習慣,provisional,602,166.2467126862308,254.2034217497461,naer:coct-general-frequency
共同,provisional,603,144.058517127836,110.8944249891861,naer:coct-general-frequency
媒體,provisional,604,125.7529580439643,72.05323044982653,naer:coct-general-frequency
歡迎,provisional,605,76.66420548007936,269.0268728058302,naer:coct-general-frequency
分享,provisional,606,76.69993526358725,267.3850348724031,naer:coct-general-frequency
離開,provisional,607,281.4474746675339,134.3961622648131,naer:coct-general-frequency
生,provisional,608,237.3529518428619,138.8994891679273,naer:coct-general-frequency
意思,provisional,609,199.5230510599052,313.1219487321564,naer:coct-general-frequency
經,provisional,610,145.2098101519788,43.48525040819609,naer:coct-general-frequency
女,provisional,611,199.8843188709293,40.20157454134203,naer:coct-general-frequency
國民黨,provisional,612,44.90439791751736,1.641837933427037,naer:coct-general-frequency
來自,provisional,613,164.0394060606328,128.7200939806797,naer:coct-general-frequency
推動,provisional,614,58.48965560240325,90.25417668324627,naer:coct-general-frequency
作為,provisional,615,224.2163014397971,71.49031458693726,naer:coct-general-frequency
環保,provisional,616,15.92357351667953,368.4753419162678,naer:coct-general-frequency
志工,provisional,617,8.729977103759232,361.8141708720782,naer:coct-general-frequency
似乎,provisional,618,336.3641519191489,104.6085311869226,naer:coct-general-frequency
座,provisional,619,197.4586635683386,123.700760869917,naer:coct-general-frequency
想到,provisional,620,188.8120559594311,265.5086486627723,naer:coct-general-frequency
擔任,provisional,621,136.9085904503142,64.40695664558062,naer:coct-general-frequency
份,provisional,622,210.0752471225664,187.63862096309,naer:coct-general-frequency
成立,provisional,623,112.1597604071877,111.12897326539,naer:coct-general-frequency
聽到,provisional,624,238.6908337364348,191.4852126928333,naer:coct-general-frequency
別,provisional,625,299.4195557719987,108.3143939509437,naer:coct-general-frequency
家人,provisional,626,120.6277190985559,199.9758602914131,naer:coct-general-frequency
遭,provisional,627,73.7303932564877,30.67891452746521,naer:coct-general-frequency
本身,provisional,628,174.504262652497,297.7355818131829,naer:coct-general-frequency
當地,provisional,629,89.76115612369087,189.6088264832024,naer:coct-general-frequency
有點,provisional,630,171.2012426659905,286.9932707630461,naer:coct-general-frequency
病人,provisional,631,105.6093000974093,355.9973736222224,naer:coct-general-frequency
樣,provisional,632,123.3630325248815,365.8953108780254,naer:coct-general-frequency
注意,provisional,633,193.905535097277,193.1270506262603,naer:coct-general-frequency
重新,provisional,634,175.9136041130856,144.52864779682,naer:coct-general-frequency
實際,provisional,635,203.4612671976629,190.6877485537401,naer:coct-general-frequency
鼓勵,provisional,636,105.9348381249256,168.7809395562994,naer:coct-general-frequency
同樣,provisional,637,238.8377228464116,137.0231029582964,naer:coct-general-frequency
擁有,provisional,638,219.492030064866,98.79173393706684,naer:coct-general-frequency
科技,provisional,639,119.5121558579208,98.08808910845526,naer:coct-general-frequency
專業,provisional,640,129.889672978988,132.0037698475338,naer:coct-general-frequency
內容,provisional,641,216.4510284907507,61.2171000892081,naer:coct-general-frequency
穿,provisional,642,181.0348730825488,160.4779305786827,naer:coct-general-frequency
行,provisional,643,247.0039633659354,101.9346808381986,naer:coct-general-frequency
嘛,provisional,644,73.86537243862858,429.8800806264391,naer:coct-general-frequency
那邊,provisional,645,50.31944510693418,459.8084406700519,naer:coct-general-frequency
最近,provisional,646,108.8408605169,160.7593885101273,naer:coct-general-frequency
存在,provisional,647,297.3750181601588,112.0671663702055,naer:coct-general-frequency
有關,provisional,648,271.2406665121155,108.9242194690737,naer:coct-general-frequency
賣,provisional,649,108.7614609979936,200.3511375333393,naer:coct-general-frequency
幫忙,provisional,650,83.4925641060302,294.6864542225327,naer:coct-general-frequency
作,provisional,651,306.3233439409105,82.09189667135185,naer:coct-general-frequency
部,provisional,652,280.7884586606107,68.76955458297246,naer:coct-general-frequency
單位,provisional,653,91.2181372956234,80.21551046172095,naer:coct-general-frequency
菜,provisional,654,70.26857423216846,308.1026156213937,naer:coct-general-frequency
顆,provisional,655,125.9395469133943,242.3821886290714,naer:coct-general-frequency
突然,provisional,656,268.0845356355859,103.7641573925887,naer:coct-general-frequency
稱,provisional,657,237.2735523239554,55.77558008127848,naer:coct-general-frequency
觀眾,provisional,658,123.4146422121706,238.8639644860135,naer:coct-general-frequency
功能,provisional,659,151.9111295476794,181.2119981951041,naer:coct-general-frequency
城市,provisional,660,126.1578955903869,109.3464063662407,naer:coct-general-frequency
來到,provisional,661,176.7552390134935,252.1863065743929,naer:coct-general-frequency
加入,provisional,662,113.7120210018079,123.8883994908801,naer:coct-general-frequency
周,provisional,663,38.37378748746554,71.81868217362269,naer:coct-general-frequency
例如,provisional,664,250.954089431529,90.16035737276472,naer:coct-general-frequency
女性,provisional,665,232.5373710211884,80.30932977220249,naer:coct-general-frequency
情緒,provisional,666,259.5014476418035,131.1593960531999,naer:coct-general-frequency
期間,provisional,667,130.2588807419027,54.64974835549994,naer:coct-general-frequency
通常,provisional,668,214.7042390748098,212.8760154826255,naer:coct-general-frequency
動作,provisional,669,171.4354712467644,215.6436851418311,naer:coct-general-frequency
教授,provisional,670,153.0147828604784,163.0110519616844,naer:coct-general-frequency
北市,provisional,671,3.116431117076397,5.488429663170381,naer:coct-general-frequency
達,provisional,672,98.63802233742695,28.75561866259353,naer:coct-general-frequency
國小,provisional,673,18.65094699111453,113.7090043036325,naer:coct-general-frequency
門,provisional,674,307.1133691540293,76.83801528438535,naer:coct-general-frequency
低,provisional,675,128.5954608208136,138.7118505469642,naer:coct-general-frequency
想法,provisional,676,213.4060569406901,199.78822167045,naer:coct-general-frequency
經營,provisional,677,156.3852924380553,93.20948496341492,naer:coct-general-frequency
即使,provisional,678,248.0043973041561,95.74260634641665,naer:coct-general-frequency
第三,provisional,679,179.3913030411862,141.3387912404475,naer:coct-general-frequency
快樂,provisional,680,178.0296012919413,225.2132548109487,naer:coct-general-frequency
不管,provisional,681,150.9027556575681,256.5019948565439,naer:coct-general-frequency
七,provisional,682,228.702374258009,112.2548049911686,naer:coct-general-frequency
根據,provisional,683,182.5990436050049,131.2063057084406,naer:coct-general-frequency
終於,provisional,684,230.1990551893948,111.12897326539,naer:coct-general-frequency
之外,provisional,685,181.3326212784478,217.0040651438135,naer:coct-general-frequency
晚上,provisional,686,163.658288369882,194.8157982149281,naer:coct-general-frequency
眼睛,provisional,687,256.7224644800793,158.9299119557371,naer:coct-general-frequency
帶來,provisional,688,159.505693531077,151.4712767724544,naer:coct-general-frequency
思考,provisional,689,247.7026791323117,121.9651036260085,naer:coct-general-frequency
態度,provisional,690,222.7910800754272,108.6427615376291,naer:coct-general-frequency
角色,provisional,691,206.2561302631683,106.3441884308312,naer:coct-general-frequency
八,provisional,692,212.1912443014221,115.4446615475411,naer:coct-general-frequency
警方,provisional,693,30.6998239851615,9.428840703395268,naer:coct-general-frequency
以為,provisional,694,232.6763201792746,128.9546422568836,naer:coct-general-frequency
全部,provisional,695,133.8596489243082,254.5317893364315,naer:coct-general-frequency
有沒有,provisional,696,83.48859413008488,365.0978467389322,naer:coct-general-frequency
光,provisional,697,163.8329673114761,154.8018622945492,naer:coct-general-frequency
代,provisional,698,155.2141495341859,145.7013891778393,naer:coct-general-frequency
有的,provisional,699,118.1067843732774,298.0639493998684,naer:coct-general-frequency
眼,provisional,700,283.7580006677103,74.21107459090206,naer:coct-general-frequency
不用,provisional,701,90.32489270792637,302.1450894058156,naer:coct-general-frequency
高雄,provisional,702,17.98796100824605,51.27225317816433,naer:coct-general-frequency
記得,provisional,703,181.8645980551207,235.1581017219925,naer:coct-general-frequency
好好,provisional,704,120.0798624181016,264.6173652131976,naer:coct-general-frequency
在一起,provisional,705,180.8800440206813,237.4097651735496,naer:coct-general-frequency
通過,provisional,706,115.6414293112336,59.38762353481796,naer:coct-general-frequency
叫做,provisional,707,76.94607377219711,395.3076647139897,naer:coct-general-frequency
提到,provisional,708,126.9995304907949,239.7552479355882,naer:coct-general-frequency
自由,provisional,709,221.7747662334252,57.32359870422398,naer:coct-general-frequency
辛苦,provisional,710,53.01505877380663,316.0303473570842,naer:coct-general-frequency
至少,provisional,711,161.8717991944879,118.6345181039136,naer:coct-general-frequency
減少,provisional,712,89.83261569070663,153.5353016030483,naer:coct-general-frequency
樹,provisional,713,136.2932441787895,193.0332313157788,naer:coct-general-frequency
她們,provisional,714,195.6721743929445,207.9035920271037,naer:coct-general-frequency
困難,provisional,715,148.175382183133,211.7970934120877,naer:coct-general-frequency
針對,provisional,716,88.77263211330612,72.28777872603041,naer:coct-general-frequency
笑,provisional,717,270.9310083883805,82.8424511552042,naer:coct-general-frequency
香港,provisional,718,184.3061332614926,37.24626626117335,naer:coct-general-frequency
訓練,provisional,719,154.7853921320913,130.7841188112737,naer:coct-general-frequency
反而,provisional,720,155.8493456854371,172.3929830098389,naer:coct-general-frequency
銀行,provisional,721,132.7282057798919,50.05260214190424,naer:coct-general-frequency
談,provisional,722,173.0194916489471,178.3035995701762,naer:coct-general-frequency
自我,provisional,723,289.8955834791753,77.91693735492309,naer:coct-general-frequency
感到,provisional,724,293.4645918540184,47.89475800082872,naer:coct-general-frequency
觀察,provisional,725,173.4283991713152,155.45859746792,naer:coct-general-frequency
保護,provisional,726,128.4962114221806,171.7831574917089,naer:coct-general-frequency
建築,provisional,727,122.5610973839268,137.3983802002226,naer:coct-general-frequency
慈濟,provisional,728,3.195830635982802,435.6030585658133,naer:coct-general-frequency
智慧,provisional,729,180.4870164020945,109.8624125738892,naer:coct-general-frequency
下去,provisional,730,150.0373009014882,236.4715720687341,naer:coct-general-frequency
對方,provisional,731,244.1932203966486,45.26781730734546,naer:coct-general-frequency
像是,provisional,732,196.2120911215081,146.4519436616917,naer:coct-general-frequency
本來,provisional,733,126.3246345800904,259.7387610681573,naer:coct-general-frequency
長期,provisional,734,110.8377584173961,114.6002877532072,naer:coct-general-frequency
工程,provisional,735,56.07988020359385,79.18349804642395,naer:coct-general-frequency
然而,provisional,736,287.882805674898,62.5774800911905,naer:coct-general-frequency
總是,provisional,737,248.0758568711719,121.4021877631192,naer:coct-general-frequency
類,provisional,738,228.9167529590563,90.81709254613553,naer:coct-general-frequency
屬於,provisional,739,155.6667267919524,197.3958292531706,naer:coct-general-frequency
也許,provisional,740,249.0246811221034,157.8040802299586,naer:coct-general-frequency
而已,provisional,741,170.5223767793407,249.2779079494649,naer:coct-general-frequency
強,provisional,742,136.6068722784698,118.0716022410243,naer:coct-general-frequency
英國,provisional,743,170.3635777415279,103.0605125639771,naer:coct-general-frequency
博士,provisional,744,96.99048232011906,310.5888273491546,naer:coct-general-frequency
腳,provisional,745,188.3594787016646,167.3267402438354,naer:coct-general-frequency
男,provisional,746,92.24239108951605,25.98794900338796,naer:coct-general-frequency
改善,provisional,747,84.79471621609524,94.38222634443424,naer:coct-general-frequency
團體,provisional,748,121.2510053219711,93.72549117106342,naer:coct-general-frequency
比賽,provisional,749,77.77579874476903,100.5273911809754,naer:coct-general-frequency
市府,provisional,750,1.679299824870466,2.298573106797852,naer:coct-general-frequency
開心,provisional,751,70.17726478542609,209.2170623738453,naer:coct-general-frequency
團隊,provisional,752,66.55664672329401,94.14767806823038,naer:coct-general-frequency
結合,provisional,753,88.03421658747656,102.0754098039209,naer:coct-general-frequency
極,provisional,754,242.0811931937383,43.25070213199223,naer:coct-general-frequency
耶,provisional,755,40.14439675907838,392.2116274680988,naer:coct-general-frequency
